st_iger,Peter,Nace,Blaž,Gašper,Jernej,Ostali
40,1349.6071428571377,109.03225806452247,258.90476190475965,155.83720930232812,-427.2713472485375,391.81818181818016
41,1362.9285714285652,118.64516129032927,277.5714285714257,163.83720930232812,-398.6907020872459,401.61363636363467
42,1376.2499999999927,128.25806451613607,296.2380952380918,171.83720930232812,-370.11005692595427,411.4090909090892
43,1389.5714285714203,137.87096774194288,314.90476190475783,179.83720930232812,-341.5294117647027,421.2045454545455
44,1402.8928571428478,147.48387096774968,333.57142857143117,187.83720930232812,-323.6922024623782,423.13311688311705
45,1416.2142857142753,157.09677419355648,338.28110599078536,195.83720930232812,-305.8549931600537,425.0616883116886
46,1429.5357142857029,166.7096774193633,342.99078341013956,203.83720930232812,-288.0177838577292,426.99025974026017
47,1442.8571428571304,176.3225806451701,347.70046082949375,211.83720930232812,-270.18057455540475,428.91883116883173
48,1456.178571428558,185.9354838709769,352.41013824884794,219.83720930232812,-252.34336525308026,430.8474025974033
49,1469.4999999999854,195.5483870967837,357.11981566820214,227.83720930232812,-234.50615595075578,432.77597402597485
50,1482.821428571413,205.1612903225905,361.82949308755633,235.83720930232812,-216.6689466484313,434.7045454545464
51,1496.1428571428405,214.7741935483973,366.5391705069105,243.83720930232812,-198.83173734610682,436.63311688311796
52,1509.464285714268,224.3870967742041,371.2488479262647,251.83720930232812,-180.99452804378234,438.5616883116895
53,1522.7857142856956,234.0,375.9585253456189,259.8372093023281,-163.15731874145786,440.4902597402611
54,1536.107142857123,228.23529411764684,380.6682027649731,280.44696539988945,-145.32010943913338,442.41883116883264
55,1549.4285714285506,222.4705882352937,385.3778801843273,301.0567214974508,-127.4829001368089,444.3474025974042
56,1562.7499999999782,216.70588235294053,390.0875576036815,321.6664775950121,-109.64569083448441,446.27597402597576
57,1576.0714285714057,210.94117647058738,394.7972350230357,342.27623369257344,-91.80848153215993,448.2045454545473
58,1589.3928571428332,205.17647058823422,399.5069124423899,362.8859897901348,-73.97127222983545,450.1331168831189
59,1602.7142857142608,199.41176470588107,404.21658986174407,383.4957458876961,-56.13406292751097,452.06168831169043
60,1616.0357142856883,193.6470588235279,408.92626728109826,404.10550198525743,-38.296853625186486,453.990259740262
61,1629.3571428571158,187.88235294117476,413.63594470045246,424.71525808281876,-20.459644322862005,455.91883116883355
62,1642.6785714285434,182.1176470588216,418.34562211980665,445.3250141803801,-2.622435020537523,457.8474025974051
63,1656.0,176.35294117646845,423.05529953916084,465.9347702779414,15.214774281786958,459.77597402597667
64,1671.75,170.5882352941153,427.76497695851504,486.54452637550276,33.05198358411144,461.7045454545482
65,1687.5,164.82352941176214,432.47465437786923,507.1542824730641,50.88919288643592,463.6331168831198
66,1703.25,159.05882352940898,437.1843317972234,527.7640385706254,68.7264021887604,465.56168831169134
67,1719.0,153.29411764705583,441.8940092165776,548.3737946681867,86.56361149108488,467.4902597402629
68,1734.75,147.52941176470267,446.6036866359318,568.9835507657481,104.40082079340937,469.41883116883446
69,1750.5,141.76470588234952,451.313364055286,589.5933068633094,122.23803009573385,471.347402597406
70,1766.25,136.0,456.0230414746402,610.2030629608707,140.07523939805833,473.2759740259776
71,1782.0,148.54999999999927,460.7327188939944,630.8128190584321,157.9124487003828,475.20454545454913
72,1797.75,161.09999999999854,465.4423963133486,651.4225751559934,175.7496580027073,477.1331168831207
73,1813.5,173.64999999999782,470.1520737327028,672.0323312535547,193.58686730503177,479.06168831169225
74,1829.25,186.1999999999971,474.86175115205697,692.6420873511161,211.42407660735626,480.9902597402638
75,1845.0,198.74999999999636,479.57142857143117,713.2518434486774,229.26128590968074,482.91883116883537
76,1860.75,211.29999999999563,480.2184873949609,733.8615995462387,247.09849521200522,484.8474025974069
77,1876.5,223.8499999999949,480.86554621849064,754.4713556438,264.9357045143297,486.7759740259785
78,1892.25,236.39999999999418,481.51260504202037,775.0811117413614,282.7729138166542,488.70454545455004
79,1908.0,248.94999999999345,482.1596638655501,795.6908678389227,300.61012311897866,490.6331168831216
80,1923.75,261.4999999999927,482.80672268907983,816.300623936484,318.44733242130314,492.56168831169316
81,1939.5,274.049999999992,483.45378151260957,836.9103800340454,336.2845417236276,494.4902597402647
82,1955.25,286.59999999999127,484.1008403361393,857.5201361316067,354.1217510259521,496.4188311688363
83,1971.0,299.14999999999054,484.74789915966903,878.129892229168,371.9589603282766,498.34740259740784
84,1986.75,311.6999999999898,485.39495798319876,898.7396483267294,389.79616963060107,500.2759740259794
85,2002.5,324.2499999999891,486.0420168067285,919.3494044242907,407.63337893292555,502.2045454545455
86,2018.25,336.79999999998836,486.68907563025823,939.959160521852,425.4705882352973,506.4902597402597
87,2034.0,349.34999999998763,487.33613445378796,960.5689166194134,442.04558823529806,510.77597402597394
88,2049.75,361.8999999999869,487.9831932773177,981.1786727169747,458.6205882352988,515.0616883116882
89,2065.5,374.4499999999862,488.63025210084743,1001.788428814536,475.1955882352995,519.3474025974024
90,2081.25,386.99999999998545,489.27731092437716,1022.3981849120973,491.77058823530024,523.6331168831166
91,2097.0,399.5499999999847,489.9243697479069,1043.0079410096587,508.34558823530097,527.9188311688308
92,2109.916666666668,412.099999999984,490.57142857143117,1063.61769710722,524.9205882353017,532.204545454545
93,2122.8333333333358,424.64999999998327,479.2488479262702,1084.2274532047813,541.4955882353024,536.4902597402593
94,2135.7500000000036,437.19999999998254,467.9262672811092,1104.8372093023281,558.0705882353031,540.7759740259735
95,2148.6666666666715,449.7499999999818,456.6036866359482,1143.1229235880419,574.6455882353039,545.0616883116877
96,2161.5833333333394,462.2999999999811,445.2811059907872,1181.4086378737557,591.2205882353046,549.3474025974019
97,2174.5000000000073,474.84999999998035,433.9585253456262,1219.6943521594694,607.7955882353053,553.6331168831161
98,2187.416666666675,487.3999999999796,422.6359447004652,1257.9800664451832,624.3705882353061,557.9188311688304
99,2200.333333333343,499.9499999999789,411.3133640553042,1296.265780730897,640.9455882353068,562.2045454545446
100,2213.250000000011,512.4999999999782,399.9907834101432,1334.5514950166107,657.5205882353075,566.4902597402588
101,2226.166666666679,525.0499999999774,388.6682027649822,1372.8372093023245,674.0955882353082,570.775974025973
102,2239.0833333333467,537.5999999999767,377.3456221198212,1411.1229235880382,690.670588235309,575.0616883116872
103,2252.0,550.149999999976,366.0230414746602,1449.408637873752,707.2455882353097,579.3474025974015
104,2276.133333333335,562.6999999999753,354.7004608294992,1487.6943521594658,723.8205882353104,583.6331168831157
105,2300.26666666667,575.2499999999745,343.3778801843382,1525.9800664451795,740.3955882353112,587.9188311688299
106,2324.400000000005,587.7999999999738,332.0552995391772,1564.2657807308933,756.9705882353119,592.2045454545441
107,2348.53333333334,600.3499999999731,320.7327188940162,1602.551495016607,773.5455882353126,596.4902597402584
108,2372.666666666675,612.8999999999724,309.4101382488552,1640.8372093023208,790.1205882353133,600.7759740259726
109,2396.80000000001,625.4499999999716,298.0875576036942,1679.1229235880346,806.6955882353141,605.0616883116868
110,2420.933333333345,638.0,286.7649769585332,1717.4086378737484,823.2705882353148,609.347402597401
111,2445.0666666666802,656.125,275.4423963133722,1755.6943521594621,839.8455882353155,613.6331168831152
112,2469.2000000000153,674.25,264.11981566821123,1793.980066445176,856.4205882353162,617.9188311688295
113,2493.3333333333503,692.375,252.79723502305023,1832.2657807308897,872.995588235317,622.2045454545437
114,2517.4666666666853,710.5,241.47465437788924,1870.5514950166034,889.5705882353177,626.4902597402579
115,2541.6000000000204,728.625,230.15207373272824,1908.8372093023172,906.1455882353184,630.7759740259721
116,2565.7333333333554,746.75,218.82949308756724,1947.122923588031,922.7205882353192,635.0616883116863
117,2589.8666666666904,764.875,207.50691244240625,1985.4086378737447,939.2955882353199,639.3474025974006
118,2614.0,783.0,196.18433179724525,2023.6943521594585,955.8705882353206,643.6331168831148
119,2603.0,801.125,184.86175115208425,2061.9800664451723,972.4455882353213,647.918831168829
120,2592.0,819.25,173.53917050692326,2100.265780730886,989.0205882353221,652.2045454545432
121,2581.0,837.375,162.21658986176226,2138.5514950166,1005.5955882353228,656.4902597402574
122,2570.0,855.5,150.89400921660126,2176.837209302328,1022.1705882353235,660.7759740259717
123,2559.0,873.625,139.57142857143117,2175.837209302328,1038.7455882353242,665.0616883116859
124,2548.0,891.75,151.3464285714308,2174.837209302328,1055.320588235325,669.3474025974001
125,2537.0,909.875,163.12142857143044,2173.837209302328,1071.8955882353257,673.6331168831143
126,2526.0,928.0,174.89642857143008,2172.837209302328,1088.4705882352973,677.9188311688285
127,2515.0,934.7857142857138,186.67142857142971,2171.837209302328,1149.3372549019623,682.2045454545455
128,2504.0,941.5714285714275,198.44642857142935,2170.837209302328,1210.2039215686273,686.8474025974028
129,2493.0,948.3571428571413,210.221428571429,2169.837209302328,1271.0705882352922,691.4902597402602
130,2482.0,955.1428571428551,221.99642857142862,2168.837209302328,1331.9372549019572,696.1331168831175
131,2471.0,961.9285714285688,233.77142857142826,2167.837209302328,1392.8039215686222,700.7759740259748
132,2460.0,968.7142857142826,245.5464285714279,2166.837209302328,1453.6705882352871,705.4188311688322
133,2449.0,975.4999999999964,257.32142857142753,2165.837209302328,1514.537254901952,710.0616883116895
134,2438.0,982.2857142857101,269.09642857142717,2164.837209302328,1575.403921568617,714.7045454545469
135,2427.0,989.0714285714239,280.8714285714268,2163.837209302328,1636.270588235282,719.3474025974042
136,2416.0,995.8571428571377,292.64642857142644,2162.837209302328,1697.137254901947,723.9902597402615
137,2405.0,1002.6428571428514,304.4214285714261,2161.837209302328,1758.003921568612,728.6331168831189
138,2394.0,1009.4285714285652,316.1964285714257,2170.920542635662,1818.870588235277,733.2759740259762
139,2383.0,1016.214285714279,327.97142857142535,2180.003875968996,1879.737254901942,737.9188311688335
140,2398.9000000000015,1022.9999999999927,339.746428571425,2189.08720930233,1940.603921568607,742.5616883116909
141,2414.800000000003,1029.7857142857065,351.5214285714246,2198.170542635664,2001.4705882352973,747.2045454545482
142,2430.7000000000044,1036.5714285714203,363.29642857142426,2207.253875968998,2020.4348739495836,751.8474025974056
143,2446.600000000006,1043.357142857134,375.0714285714239,2216.3372093023318,2039.3991596638698,756.4902597402629
144,2462.5000000000073,1050.1428571428478,386.84642857142353,2225.4205426356657,2058.363445378156,761.1331168831202
145,2478.4000000000087,1056.9285714285616,398.62142857142317,2234.5038759689996,2077.3277310924423,765.7759740259776
146,2494.30000000001,1063.7142857142753,410.3964285714228,2243.5872093023336,2096.2920168067285,770.4188311688349
147,2510.2000000000116,1070.499999999989,422.17142857142244,2252.6705426356675,2115.2563025210147,775.0616883116923
148,2526.100000000013,1077.2857142857029,433.9464285714221,2261.7538759690015,2134.220588235301,779.7045454545496
149,2542.0000000000146,1084.0714285714166,445.7214285714217,2270.837209302328,2153.184873949587,784.3474025974069
150,2557.900000000016,1090.8571428571304,457.49642857142135,2250.170542635662,2172.1491596638734,788.9902597402643
151,2573.8000000000175,1097.6428571428442,469.271428571421,2229.503875968996,2191.1134453781597,793.6331168831216
152,2589.700000000019,1104.428571428558,481.0464285714206,2208.83720930233,2210.077731092446,798.2759740259789
153,2605.6000000000204,1111.2142857142717,492.82142857142026,2188.170542635664,2229.042016806732,802.9188311688363
154,2621.500000000022,1118.0,504.5964285714199,2167.503875968998,2248.0063025210184,807.5616883116936
155,2637.4000000000233,1138.4642857142862,516.3714285714195,2146.8372093023318,2266.9705882353046,812.204545454551
156,2653.3000000000247,1158.9285714285725,528.1464285714192,2126.1705426356657,2285.934873949591,816.8474025974083
157,2669.200000000026,1179.3928571428587,539.9214285714188,2105.5038759689996,2304.899159663877,821.4902597402656
158,2685.1000000000276,1199.857142857145,551.6964285714184,2084.8372093023336,2323.8634453781633,826.133116883123
159,2701.000000000029,1220.3214285714312,563.4714285714181,2064.1705426356675,2342.8277310924495,830.7759740259803
160,2716.9000000000306,1240.7857142857174,575.2464285714177,2043.5038759690015,2361.792016806736,835.4188311688376
161,2732.800000000032,1261.2500000000036,587.0214285714173,2022.8372093023354,2380.756302521022,840.061688311695
162,2748.7000000000335,1281.7142857142899,598.796428571417,2002.1705426356693,2399.7205882353082,844.7045454545523
163,2764.600000000035,1302.178571428576,610.5714285714312,1981.5038759690033,2418.6848739495945,849.3474025974097
164,2780.5000000000364,1322.6428571428623,596.9464285714312,1960.8372093023372,2437.6491596638807,853.9902597402665
165,2796.400000000038,1343.1071428571486,583.3214285714312,1940.1705426356712,2456.613445378167,858.6331168831234
166,2812.3000000000393,1363.5714285714348,569.6964285714312,1919.503875969005,2475.577731092453,863.2759740259803
167,2828.2000000000407,1384.035714285721,556.0714285714312,1898.837209302339,2494.5420168067394,867.9188311688372
168,2844.100000000042,1404.5000000000073,542.4464285714312,1878.170542635673,2513.5063025210256,872.5616883116941
169,2860.0,1424.9642857142935,528.8214285714312,1857.503875969007,2532.4705882352973,877.2045454545455
170,2919.3499999999985,1445.4285714285797,515.1964285714312,1836.8372093023281,2543.887254901965,879.5766384778012
171,2978.699999999997,1465.892857142866,501.57142857143117,1857.370542635661,2555.303921568633,881.948731501057
172,3038.0499999999956,1486.3571428571522,487.94642857143117,1877.9038759689938,2566.720588235301,884.3208245243127
173,3097.399999999994,1506.8214285714384,474.32142857143117,1898.4372093023267,2578.137254901969,886.6929175475684
174,3156.7499999999927,1527.2857142857247,460.69642857143117,1918.9705426356595,2589.5539215686367,889.0650105708241
175,3216.0999999999913,1547.750000000011,447.07142857143117,1939.5038759689924,2600.9705882353046,891.4371035940799
176,3275.44999999999,1568.2142857142971,433.44642857143117,1960.0372093023252,2612.3872549019725,893.8091966173356
177,3334.7999999999884,1588.6785714285834,419.82142857143117,1980.570542635658,2623.8039215686404,896.1812896405913
178,3394.149999999987,1609.1428571428696,406.19642857143117,2001.103875968991,2635.2205882353082,898.5533826638471
179,3453.4999999999854,1629.6071428571558,392.57142857143117,2021.6372093023238,2646.637254901976,900.9254756871028
180,3512.849999999984,1650.071428571442,361.22996515679733,2042.1705426356566,2658.053921568644,903.2975687103585
181,3572.1999999999825,1670.5357142857283,329.8885017421635,2062.7038759689895,2669.4705882352973,905.6696617336142
182,3631.549999999981,1691.0,298.54703832752966,2083.2372093023223,2674.042016806725,908.04175475687
183,3690.8999999999796,1717.8928571428587,267.2055749128958,2103.770542635655,2678.6134453781524,910.4138477801257
184,3750.249999999978,1744.7857142857174,235.864111498262,2124.303875968988,2683.18487394958,912.7859408033814
185,3809.5999999999767,1771.678571428576,204.52264808362816,2144.837209302321,2687.7563025210075,915.1580338266372
186,3868.9499999999753,1798.5714285714348,173.18118466899432,2165.3705426356537,2692.327731092435,917.5301268498929
187,3928.299999999974,1825.4642857142935,141.83972125436048,2185.9038759689865,2696.8991596638625,919.9022198731486
188,3987.6499999999724,1852.3571428571522,110.49825783972665,2206.4372093023194,2701.47058823529,922.2743128964044
189,4047.0,1879.250000000011,79.15679442509281,2226.9705426356522,2706.0420168067176,924.6464059196601
190,4080.84,1906.1428571428696,47.815331010458976,2247.503875968985,2710.613445378145,927.0184989429158
191,4114.68,1933.0357142857283,16.47386759582514,2268.037209302318,2715.1848739495726,929.3905919661715
192,4148.52,1959.928571428587,-14.867595818808695,2288.570542635651,2719.756302521,931.7626849894273
193,4182.360000000001,1986.8214285714457,-46.20905923344253,2309.1038759689836,2724.3277310924277,934.134778012683
194,4216.200000000001,2013.7142857143044,-77.55052264807637,2329.6372093023165,2728.8991596638552,936.5068710359387
195,4250.040000000001,2040.6071428571631,-108.8919860627102,2350.1705426356493,2733.470588235283,938.8789640591945
196,4283.880000000001,2067.500000000022,-140.23344947734404,2370.703875968982,2738.0420168067103,941.2510570824502
197,4317.720000000001,2094.3928571428805,-171.57491289197787,2391.237209302315,2742.613445378138,943.6231501057059
198,4351.560000000001,2121.2857142857392,-202.9163763066117,2411.770542635648,2747.1848739495654,945.9952431289616
199,4385.4000000000015,2148.178571428598,-234.25783972124555,2432.3038759689807,2751.756302520993,948.3673361522174
200,4419.240000000002,2175.0714285714566,-265.5993031358794,2452.837209302328,2756.3277310924204,950.7394291754731
201,4453.080000000002,2201.9642857143153,-296.9407665505132,2471.962209302328,2760.899159663848,953.1115221987288
202,4486.920000000002,2228.857142857174,-328.28222996514705,2491.087209302328,2765.4705882352973,955.4836152219846
203,4520.760000000002,2255.7500000000327,-359.6236933797809,2510.212209302328,2768.537254901963,957.8557082452403
204,4554.600000000002,2282.6428571428914,-390.9651567944147,2529.337209302328,2771.6039215686287,960.227801268496
205,4588.440000000002,2309.53571428575,-422.30662020904856,2548.462209302328,2774.6705882352944,962.5998942917518
206,4622.2800000000025,2336.428571428609,-453.6480836236824,2567.587209302328,2777.73725490196,964.9719873150075
207,4656.120000000003,2363.3214285714675,-484.98954703831623,2586.712209302328,2780.803921568626,967.3440803382632
208,4689.960000000003,2390.2142857143263,-516.3310104529501,2605.837209302328,2783.8705882352915,969.7161733615189
209,4723.800000000003,2417.107142857185,-547.6724738675839,2624.962209302328,2786.937254901957,972.0882663847747
210,4757.640000000003,2444.0,-579.0139372822177,2644.087209302328,2790.003921568623,974.4603594080304
211,4791.480000000003,2458.333333333332,-610.3554006968516,2663.212209302328,2793.0705882352886,976.8324524312861
212,4825.320000000003,2472.6666666666642,-641.6968641114854,2682.337209302328,2796.1372549019543,979.2045454545455
213,4859.1600000000035,2486.9999999999964,-673.0383275261192,2701.462209302328,2799.20392156862,999.7045454545455
214,4893.0,2501.3333333333285,-704.3797909407531,2720.587209302328,2802.2705882352857,1020.2045454545455
215,4910.4000000000015,2515.6666666666606,-735.7212543553869,2739.712209302328,2805.3372549019514,1040.7045454545455
216,4927.800000000003,2529.9999999999927,-767.0627177700208,2758.837209302328,2808.403921568617,1061.2045454545455
217,4945.200000000004,2544.333333333325,-798.4041811846546,2777.962209302328,2811.470588235283,1081.7045454545455
218,4962.600000000006,2558.666666666657,-829.7456445992884,2797.087209302328,2814.5372549019485,1102.2045454545455
219,4980.000000000007,2572.999999999989,-861.0871080139223,2816.212209302328,2817.603921568614,1122.7045454545455
220,4997.400000000009,2587.333333333321,-892.4285714285688,2835.337209302328,2820.67058823528,1143.2045454545455
221,5014.80000000001,2601.6666666666533,-872.9999999999982,2854.462209302328,2823.7372549019456,1163.7045454545455
222,5032.200000000012,2616.0,-853.5714285714275,2873.587209302328,2826.8039215686113,1184.2045454545455
223,5049.600000000013,2616.333333333332,-834.1428571428569,2892.712209302328,2829.870588235277,1204.7045454545455
224,5067.000000000015,2616.6666666666642,-814.7142857142862,2911.837209302328,2832.9372549019427,1225.2045454545455
225,5084.400000000016,2616.9999999999964,-795.2857142857156,2912.4872093023278,2836.0039215686083,1245.7045454545455
226,5101.8000000000175,2617.3333333333285,-775.8571428571449,2913.1372093023274,2839.070588235274,1266.2045454545455
227,5119.200000000019,2617.6666666666606,-756.4285714285743,2913.787209302327,2842.1372549019397,1286.7045454545455
228,5136.60000000002,2617.9999999999927,-737.0000000000036,2914.4372093023267,2845.2039215686054,1307.2045454545455
229,5154.0,2618.333333333325,-717.571428571433,2915.0872093023263,2848.270588235271,1306.0825942350334
230,5158.4285714285725,2618.666666666657,-698.1428571428623,2915.737209302326,2851.337254901937,1304.9606430155213
231,5162.857142857145,2618.999999999989,-678.7142857142917,2916.3872093023256,2854.4039215686025,1303.8386917960092
232,5167.285714285717,2619.333333333321,-659.285714285721,2917.037209302325,2857.4705882352973,1302.7167405764972
233,5171.71428571429,2619.6666666666533,-639.8571428571504,2917.687209302325,2882.710588235299,1301.594789356985
234,5176.142857142862,2619.9999999999854,-620.4285714285797,2918.3372093023245,2907.9505882353005,1300.472838137473
235,5180.571428571435,2620.3333333333176,-601.0000000000091,2918.987209302324,2933.190588235302,1299.350886917961
236,5185.000000000007,2620.6666666666497,-581.5714285714384,2919.6372093023238,2958.4305882353037,1298.2289356984488
237,5189.42857142858,2621.0,-562.1428571428678,2920.2872093023234,2983.6705882353053,1297.1069844789367
238,5193.857142857152,2633.9523809523816,-542.7142857142971,2920.937209302323,3008.910588235307,1295.9850332594247
239,5198.285714285725,2646.9047619047633,-523.2857142857265,2921.5872093023227,3034.1505882353085,1294.8630820399126
240,5202.714285714297,2659.857142857145,-503.85714285715585,2922.2372093023223,3059.39058823531,1293.7411308204005
241,5207.14285714287,2672.8095238095266,-484.4285714285852,2922.887209302322,3084.6305882353117,1292.6191796008884
242,5211.571428571442,2685.761904761908,-465.00000000001455,2923.5372093023216,3109.8705882353133,1291.4972283813763
243,5216.000000000015,2698.71428571429,-445.5714285714439,2924.187209302321,3135.110588235315,1290.3752771618642
244,5220.428571428587,2711.6666666666715,-426.14285714287325,2924.837209302328,3160.3505882353165,1289.2533259423521
245,5224.8571428571595,2724.619047619053,-406.7142857143026,2951.1038759689945,3185.590588235318,1288.13137472284
246,5229.285714285732,2737.571428571435,-387.28571428573196,2977.370542635661,3210.8305882353197,1287.009423503328
247,5233.714285714304,2750.5238095238165,-367.8571428571613,3003.6372093023274,3236.0705882353213,1285.887472283816
248,5238.142857142877,2763.476190476198,-348.42857142856883,3029.903875968994,3261.310588235323,1284.7655210643038
249,5242.571428571449,2776.4285714285797,-335.3571428571395,3056.1705426356602,3286.5505882353245,1283.6435698447917
250,5247.000000000022,2789.3809523809614,-322.2857142857101,3082.4372093023267,3311.790588235326,1282.5216186252796
251,5251.428571428594,2802.333333333343,-309.2142857142808,3108.703875968993,3337.0305882353277,1281.3996674057676
252,5255.857142857167,2815.2857142857247,-296.1428571428514,3134.9705426356595,3362.2705882353293,1280.2777161862555
253,5260.285714285739,2828.2380952381063,-283.0714285714221,3161.237209302326,3387.510588235331,1279.1557649667434
254,5264.714285714312,2841.190476190488,-269.9999999999927,3187.5038759689924,3412.7505882353325,1278.0338137472313
255,5269.142857142884,2854.1428571428696,-256.9285714285634,3213.770542635659,3437.990588235334,1276.9118625277192
256,5273.571428571457,2867.0952380952513,-243.85714285713402,3240.037209302325,3463.2305882353357,1275.7899113082071
257,5278.0,2880.047619047633,-230.78571428570467,3266.3038759689916,3488.4705882352973,1274.667960088695
258,5304.5999999999985,2893.0,-217.71428571427532,3292.570542635658,3517.00392156863,1273.546008869183
259,5331.199999999997,2899.333333333332,-204.64285714284597,3318.837209302328,3545.537254901963,1272.4240576496709
260,5357.799999999996,2905.6666666666642,-191.57142857141662,3339.8014950166144,3574.070588235296,1271.3021064301588
261,5384.399999999994,2911.9999999999964,-178.49999999998727,3360.7657807309006,3602.6039215686287,1270.1801552106467
262,5410.999999999993,2918.3333333333285,-165.42857142855792,3381.730066445187,3631.1372549019616,1269.0582039911346
263,5437.599999999991,2924.6666666666606,-152.35714285712857,3402.694352159473,3659.6705882352944,1267.9362527716225
264,5464.19999999999,2930.9999999999927,-139.2857142856992,3423.6586378737593,3688.2039215686273,1266.8143015521105
265,5490.799999999988,2937.333333333325,-126.21428571426986,3444.6229235880455,3716.73725490196,1265.6923503325984
266,5517.399999999987,2943.666666666657,-113.14285714284051,3465.5872093023318,3745.270588235293,1264.5703991130863
267,5543.999999999985,2949.999999999989,-100.07142857141116,3486.551495016618,3773.803921568626,1263.4484478935742
268,5570.599999999984,2956.333333333321,-86.99999999998181,3507.515780730904,3802.3372549019587,1262.3264966740621
269,5597.1999999999825,2962.6666666666533,-73.92857142855246,3528.4800664451905,3830.8705882352915,1261.2045454545455
270,5623.799999999981,2968.9999999999854,-60.85714285712311,3549.4443521594767,3859.4039215686244,1264.6712121212117
271,5650.39999999998,2975.3333333333176,-47.78571428569376,3570.408637873763,3887.937254901957,1268.137878787878
272,5677.0,2981.6666666666497,-34.714285714264406,3591.372923588049,3916.4705882352973,1271.6045454545442
273,5695.157894736843,2987.999999999982,-21.642857142835055,3612.3372093023354,3923.4179566563507,1275.0712121212105
274,5713.315789473687,2994.333333333314,-8.571428571405704,3633.3014950166216,3930.365325077404,1278.5378787878767
